"StichtagDatJahr","DatenstandCd","StatZoneSort","StatZoneCd","StatZoneLang","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","EigentuemerSSZPubl1Sort","EigentuemerSSZPubl1Cd","EigentuemerSSZPubl1Lang","AnzNeubauWhg_noDM","AnzAbbruchWhg_noDM"
2021,"D",214,"10207","Letten",102,"102","Wipkingen",10,"10","Kreis 10",2,"2","Wohnbaugenossenschaften",,
2021,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",1,"1","Öffentliche Hand",,
2021,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",,1
2021,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",,3
2021,"D",219,"11103","Zehntenhausplatz",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,1
2021,"D",219,"11103","Zehntenhausplatz",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",57,
2021,"D",220,"11104","Lerchenberg",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,
2021,"D",220,"11104","Lerchenberg",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",,40
2021,"D",221,"11105","Schützenmatt",111,"111","Affoltern",11,"11","Kreis 11",1,"1","Öffentliche Hand",,3
2021,"D",221,"11105","Schützenmatt",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",,0
2021,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,
2021,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",1,4
2021,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,3
2021,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",,1
2021,"D",227,"11503","Albin Zollinger-Platz",115,"115","Oerlikon",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2021,"D",228,"11504","Marktplatz Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",18,
2021,"D",228,"11504","Marktplatz Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",,
2021,"D",231,"11507","Magdalenenstrasse",115,"115","Oerlikon",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2021,"D",231,"11507","Magdalenenstrasse",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,12
2021,"D",231,"11507","Magdalenenstrasse",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",24,10
2021,"D",232,"11508","Berninaplatz",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,3
2021,"D",232,"11508","Berninaplatz",115,"115","Oerlikon",11,"11","Kreis 11",4,"4","Natürliche Personen",,28
2021,"D",233,"11509","Gorwiden",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",16,
2021,"D",236,"11901","Köschenrüti",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",5,
2021,"D",238,"11903","Felsenrain",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",135,
2021,"D",239,"11904","Höhenring",119,"119","Seebach",11,"11","Kreis 11",1,"1","Öffentliche Hand",0,
2021,"D",239,"11904","Höhenring",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",,7
2021,"D",240,"11905","Ausserdorfstrasse",119,"119","Seebach",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",,91
2021,"D",240,"11905","Ausserdorfstrasse",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,8
2021,"D",241,"11906","Eichrain",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,2
2021,"D",242,"11907","Ettenfeld",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",66,45
2021,"D",242,"11907","Ettenfeld",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",4,
2021,"D",243,"11908","Grünhaldenstrasse",119,"119","Seebach",11,"11","Kreis 11",4,"4","Natürliche Personen",,
2021,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",1,"1","Öffentliche Hand",,12
2021,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,1
2021,"D",244,"11909","Leutschenbach",119,"119","Seebach",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",4,
2021,"D",251,"12201","Tulpenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",,2
2021,"D",251,"12201","Tulpenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",,6
2021,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",,2
2021,"D",252,"12202","Bocklerstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",,3
2021,"D",253,"12203","Auhof",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",,5
2021,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",14,
2021,"D",254,"12204","Schürgistrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",4,"4","Natürliche Personen",,27
2021,"D",255,"12205","Roswiesenstrasse",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",0,
2021,"D",257,"12301","Kronwiesenstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",,58
2021,"D",258,"12302","Hirzenbachstrasse",123,"123","Hirzenbach",12,"12","Kreis 12",1,"1","Öffentliche Hand",0,
2021,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Wohnbaugenossenschaften",,44
2021,"D",259,"12303","Mattenhof",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Übrige private Gesellschaften",,
2022,"D",16,"01402","Sihlporte",14,"014","City",1,"1","Kreis 1",1,"1","Öffentliche Hand",,
2022,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",27,
2022,"D",22,"02102","Bellariastrasse",21,"021","Wollishofen",2,"2","Kreis 2",4,"4","Natürliche Personen",,5
2022,"D",23,"02103","Muggenbühl",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",31,82
2022,"D",25,"02105","Manegg",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",102,
2022,"D",25,"02105","Manegg",21,"021","Wollishofen",2,"2","Kreis 2",5,"5","Im Stockwerkeigentum",152,
2022,"D",27,"02107","Auf der Egg",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",0,
2022,"D",27,"02107","Auf der Egg",21,"021","Wollishofen",2,"2","Kreis 2",4,"4","Natürliche Personen",,5
2022,"D",29,"02109","Entlisberg",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,9
2022,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",1,"1","Öffentliche Hand",,
2022,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Wohnbaugenossenschaften",,54
2022,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,
2022,"D",30,"02110","Verenastrasse",21,"021","Wollishofen",2,"2","Kreis 2",4,"4","Natürliche Personen",,4
2022,"D",34,"02301","Höckler",23,"023","Leimbach",2,"2","Kreis 2",1,"1","Öffentliche Hand",0,
2022,"D",35,"02302","Marbachweg",23,"023","Leimbach",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",20,
2022,"D",35,"02302","Marbachweg",23,"023","Leimbach",2,"2","Kreis 2",4,"4","Natürliche Personen",,3
2022,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,1
2022,"D",36,"02303","Sihlweidstrasse",23,"023","Leimbach",2,"2","Kreis 2",5,"5","Im Stockwerkeigentum",6,
2022,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",1,"1","Öffentliche Hand",,
2022,"D",38,"02401","Parkring",24,"024","Enge",2,"2","Kreis 2",4,"4","Natürliche Personen",,1
2022,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",1,"1","Öffentliche Hand",0,
2022,"D",40,"02403","Belvoir-Park",24,"024","Enge",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,
2022,"D",41,"02404","Museum Rietberg",24,"024","Enge",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",31,
2022,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",3,"3","Übrige private Gesellschaften",,2
2022,"D",42,"02405","Rieterplatz",24,"024","Enge",2,"2","Kreis 2",4,"4","Natürliche Personen",,8
2022,"D",47,"03101","Höfliweg",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",54,48
2022,"D",48,"03102","Goldbrunnenplatz",31,"031","Alt-Wiedikon",3,"3","Kreis 3",1,"1","Öffentliche Hand",0,
2022,"D",50,"03104","Manesseplatz",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",19,98
2022,"D",51,"03105","Binz",31,"031","Alt-Wiedikon",3,"3","Kreis 3",4,"4","Natürliche Personen",,3
2022,"D",54,"03301","Heuried",33,"033","Friesenberg",3,"3","Kreis 3",2,"2","Wohnbaugenossenschaften",,11
2022,"D",54,"03301","Heuried",33,"033","Friesenberg",3,"3","Kreis 3",4,"4","Natürliche Personen",36,
2022,"D",55,"03302","Gehrenholz",33,"033","Friesenberg",3,"3","Kreis 3",4,"4","Natürliche Personen",1,
2022,"D",59,"03306","Triemli",33,"033","Friesenberg",3,"3","Kreis 3",1,"1","Öffentliche Hand",0,
2022,"D",61,"03401","Schaufelbergerstrasse",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",30,8
2022,"D",62,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",16,
2022,"D",62,"03402","Friedhof Sihlfeld",34,"034","Sihlfeld",3,"3","Kreis 3",4,"4","Natürliche Personen",24,
2022,"D",64,"03404","Fritschistrasse",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",20,
2022,"D",66,"03406","Zwinglihaus",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Übrige private Gesellschaften",,48
2022,"D",71,"04101","Kalkbreite",41,"041","Werd",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",2,
2022,"D",72,"04102","Werdplatz",41,"041","Werd",4,"4","Kreis 4",1,"1","Öffentliche Hand",,3
2022,"D",73,"04103","Schöntalstrasse",41,"041","Werd",4,"4","Kreis 4",1,"1","Öffentliche Hand",,
2022,"D",82,"04401","Schlachthof",44,"044","Hard",4,"4","Kreis 4",1,"1","Öffentliche Hand",0,
2022,"D",82,"04401","Schlachthof",44,"044","Hard",4,"4","Kreis 4",3,"3","Übrige private Gesellschaften",264,
2022,"D",83,"04402","Hardau",44,"044","Hard",4,"4","Kreis 4",1,"1","Öffentliche Hand",,80
2022,"D",86,"04405","Güterbahnhof",44,"044","Hard",4,"4","Kreis 4",1,"1","Öffentliche Hand",0,
2022,"D",90,"05102","Quellenstrasse",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",30,
2022,"D",90,"05102","Quellenstrasse",51,"051","Gewerbeschule",5,"5","Kreis 5",4,"4","Natürliche Personen",4,
2022,"D",94,"05106","Konradstrasse",51,"051","Gewerbeschule",5,"5","Kreis 5",1,"1","Öffentliche Hand",,2
2022,"D",96,"05201","Hardturm",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Übrige private Gesellschaften",,
2022,"D",97,"05202","Technopark",52,"052","Escher Wyss",5,"5","Kreis 5",1,"1","Öffentliche Hand",,
2022,"D",98,"05203","Neue Hard",52,"052","Escher Wyss",5,"5","Kreis 5",1,"1","Öffentliche Hand",,
2022,"D",102,"06101","Nordheim",61,"061","Unterstrass",6,"6","Kreis 6",1,"1","Öffentliche Hand",0,1
2022,"D",103,"06102","Kiefernweg",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Wohnbaugenossenschaften",82,
2022,"D",103,"06102","Kiefernweg",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",,9
2022,"D",104,"06103","Allenmoos",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,67
2022,"D",106,"06105","Steinkluppe",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",,9
2022,"D",107,"06106","Seminarstrasse",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Wohnbaugenossenschaften",,46
2022,"D",107,"06106","Seminarstrasse",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",,2
2022,"D",108,"06107","Guggach",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,3
2022,"D",108,"06107","Guggach",61,"061","Unterstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",14,
2022,"D",113,"06112","Drahtschmidli",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",30,
2022,"D",114,"06113","Beckenhof",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",7,
2022,"D",116,"06301","Strickhof",63,"063","Oberstrass",6,"6","Kreis 6",1,"1","Öffentliche Hand",0,
2022,"D",116,"06301","Strickhof",63,"063","Oberstrass",6,"6","Kreis 6",3,"3","Übrige private Gesellschaften",,13
2022,"D",117,"06302","Letzistrasse",63,"063","Oberstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",2,
2022,"D",118,"06303","Riedtli",63,"063","Oberstrass",6,"6","Kreis 6",5,"5","Im Stockwerkeigentum",10,
2022,"D",119,"06304","Culmannstrasse",63,"063","Oberstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",3,
2022,"D",122,"06307","Rigiblick",63,"063","Oberstrass",6,"6","Kreis 6",4,"4","Natürliche Personen",1,
2022,"D",125,"07101","Susenberg",71,"071","Fluntern",7,"7","Kreis 7",1,"1","Öffentliche Hand",0,
2022,"D",125,"07101","Susenberg",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",22,
2022,"D",125,"07101","Susenberg",71,"071","Fluntern",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",6,
2022,"D",127,"07103","Toblerstrasse",71,"071","Fluntern",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",14,
2022,"D",128,"07104","Hochstrasse",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",7,9
2022,"D",129,"07105","Platte",71,"071","Fluntern",7,"7","Kreis 7",1,"1","Öffentliche Hand",,
2022,"D",129,"07105","Platte",71,"071","Fluntern",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",6,
2022,"D",130,"07106","Zoo",71,"071","Fluntern",7,"7","Kreis 7",1,"1","Öffentliche Hand",,
2022,"D",130,"07106","Zoo",71,"071","Fluntern",7,"7","Kreis 7",4,"4","Natürliche Personen",,1
2022,"D",133,"07202","Sonnenberg",72,"072","Hottingen",7,"7","Kreis 7",4,"4","Natürliche Personen",,1
2022,"D",134,"07203","Doldertal",72,"072","Hottingen",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",6,
2022,"D",136,"07205","Merkurplatz",72,"072","Hottingen",7,"7","Kreis 7",1,"1","Öffentliche Hand",,
2022,"D",136,"07205","Merkurplatz",72,"072","Hottingen",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",13,3
2022,"D",140,"07301","Degenried",73,"073","Hirslanden",7,"7","Kreis 7",4,"4","Natürliche Personen",1,
2022,"D",140,"07301","Degenried",73,"073","Hirslanden",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",13,
2022,"D",141,"07302","Klus",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,
2022,"D",141,"07302","Klus",73,"073","Hirslanden",7,"7","Kreis 7",4,"4","Natürliche Personen",,
2022,"D",142,"07303","Hegibach",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",64,6
2022,"D",142,"07303","Hegibach",73,"073","Hirslanden",7,"7","Kreis 7",4,"4","Natürliche Personen",13,
2022,"D",144,"07401","Buchzelgstrasse",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",,60
2022,"D",144,"07401","Buchzelgstrasse",74,"074","Witikon",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",32,
2022,"D",145,"07402","Carl Spitteler-Strasse",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",,2
2022,"D",146,"07403","Eierbrecht",74,"074","Witikon",7,"7","Kreis 7",3,"3","Übrige private Gesellschaften",8,2
2022,"D",146,"07403","Eierbrecht",74,"074","Witikon",7,"7","Kreis 7",4,"4","Natürliche Personen",4,2
2022,"D",146,"07403","Eierbrecht",74,"074","Witikon",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",6,
2022,"D",147,"07404","Loorenstrasse",74,"074","Witikon",7,"7","Kreis 7",5,"5","Im Stockwerkeigentum",4,
2022,"D",153,"08101","Seebad Utoquai",81,"081","Seefeld",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",15,
2022,"D",155,"08103","Tiefenbrunnen",81,"081","Seefeld",8,"8","Kreis 8",1,"1","Öffentliche Hand",,
2022,"D",155,"08103","Tiefenbrunnen",81,"081","Seefeld",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,
2022,"D",161,"08204","Mühle",82,"082","Mühlebach",8,"8","Kreis 8",4,"4","Natürliche Personen",2,
2022,"D",165,"08303","Burghölzli",83,"083","Weinegg",8,"8","Kreis 8",1,"1","Öffentliche Hand",0,
2022,"D",165,"08303","Burghölzli",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",,
2022,"D",166,"08304","Rehalp",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Übrige private Gesellschaften",16,7
2022,"D",166,"08304","Rehalp",83,"083","Weinegg",8,"8","Kreis 8",4,"4","Natürliche Personen",8,
2022,"D",169,"09101","Brünneliacker",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",1,1
2022,"D",169,"09101","Brünneliacker",91,"091","Albisrieden",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",8,
2022,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",16,1
2022,"D",170,"09102","In den Rütenen",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",,
2022,"D",171,"09103","Bockhornstrasse",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,1
2022,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2022,"D",172,"09104","Zollfreilager",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",50,
2022,"D",173,"09105","In der Ey",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",23,
2022,"D",173,"09105","In der Ey",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",26,1
2022,"D",173,"09105","In der Ey",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",,3
2022,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",0,
2022,"D",174,"09106","Mühlezelgstrasse",91,"091","Albisrieden",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",,9
2022,"D",175,"09107","Letzigraben",91,"091","Albisrieden",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2022,"D",177,"09109","Espenhof",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",52,
2022,"D",177,"09109","Espenhof",91,"091","Albisrieden",9,"9","Kreis 9",4,"4","Natürliche Personen",,93
2022,"D",179,"09201","Dunkelhölzli",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",,
2022,"D",179,"09201","Dunkelhölzli",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",4,
2022,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,13
2022,"D",180,"09202","Loogarten",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,2
2022,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2022,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",10,
2022,"D",181,"09203","Eichbühl",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",8,4
2022,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,2
2022,"D",182,"09204","Buchlern",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",2,
2022,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Wohnbaugenossenschaften",,15
2022,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",28,7
2022,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",9,
2022,"D",183,"09205","Dachslern",92,"092","Altstetten",9,"9","Kreis 9",5,"5","Im Stockwerkeigentum",5,
2022,"D",184,"09206","Bachmatt",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",,22
2022,"D",184,"09206","Bachmatt",92,"092","Altstetten",9,"9","Kreis 9",4,"4","Natürliche Personen",,4
2022,"D",185,"09207","Werdhölzli",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2022,"D",189,"09211","Zwyssig",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",24,
2022,"D",190,"09212","Grimsel",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",101,
2022,"D",192,"09214","Letzigrund",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Übrige private Gesellschaften",161,
2022,"D",193,"09215","Juchhof",92,"092","Altstetten",9,"9","Kreis 9",1,"1","Öffentliche Hand",0,
2022,"D",198,"10102","Hönggerberg",101,"101","Höngg",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2022,"D",198,"10102","Hönggerberg",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",25,
2022,"D",199,"10103","Imbisbühlstrasse",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",8,26
2022,"D",199,"10103","Imbisbühlstrasse",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",8,
2022,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",2,
2022,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",10,1
2022,"D",200,"10104","Werdinsel",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",5,
2022,"D",201,"10105","ETH Hönggerberg",101,"101","Höngg",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2022,"D",202,"10106","Bauherrenstrasse",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,26
2022,"D",204,"10108","Waidbad",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,
2022,"D",204,"10108","Waidbad",101,"101","Höngg",10,"10","Kreis 10",4,"4","Natürliche Personen",16,
2022,"D",205,"10109","Rütihof",101,"101","Höngg",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2022,"D",205,"10109","Rütihof",101,"101","Höngg",10,"10","Kreis 10",2,"2","Wohnbaugenossenschaften",,
2022,"D",205,"10109","Rütihof",101,"101","Höngg",10,"10","Kreis 10",5,"5","Im Stockwerkeigentum",14,
2022,"D",206,"10110","Gsteigstrasse",101,"101","Höngg",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,
2022,"D",208,"10201","Waidspital",102,"102","Wipkingen",10,"10","Kreis 10",1,"1","Öffentliche Hand",,
2022,"D",208,"10201","Waidspital",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,8
2022,"D",208,"10201","Waidspital",102,"102","Wipkingen",10,"10","Kreis 10",4,"4","Natürliche Personen",17,
2022,"D",209,"10202","Im Sydefädeli",102,"102","Wipkingen",10,"10","Kreis 10",4,"4","Natürliche Personen",,
2022,"D",210,"10203","Zschokkestrasse",102,"102","Wipkingen",10,"10","Kreis 10",1,"1","Öffentliche Hand",0,
2022,"D",211,"10204","Rosengartenstrasse",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",13,
2022,"D",213,"10206","Schubertstrasse",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Übrige private Gesellschaften",,
2022,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",1,"1","Öffentliche Hand",,
2022,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",1,
2022,"D",217,"11101","Mühlacker",111,"111","Affoltern",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",7,
2022,"D",218,"11102","Holzerhurd",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",1,
2022,"D",219,"11103","Zehntenhausplatz",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Wohnbaugenossenschaften",43,47
2022,"D",219,"11103","Zehntenhausplatz",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",48,
2022,"D",220,"11104","Lerchenberg",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,1
2022,"D",220,"11104","Lerchenberg",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",20,
2022,"D",222,"11106","Hürst",111,"111","Affoltern",11,"11","Kreis 11",4,"4","Natürliche Personen",17,3
2022,"D",223,"11107","Reckenholz",111,"111","Affoltern",11,"11","Kreis 11",1,"1","Öffentliche Hand",,
2022,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",1,"1","Öffentliche Hand",,
2022,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Übrige private Gesellschaften",,
2022,"D",225,"11501","Neu-Oerlikon",115,"115","Oerlikon",11,"11","Kreis 11",5,"5","Im Stockwerkeigentum",5,
